genero,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
classical,0.987,0.34299999999999997,0.20854274037373008,0.182,0.883,0.745,0.5337349931333896,0.0417,0.3184855865868943,0.0844
classical,0.9440000000000001,0.0647,0.457153333962921,0.0744,0.772,0.126,0.5526292473308821,0.0418,0.3200889162153853,0.0326
classical,0.9179999999999999,0.457,0.1660993133675023,0.18,0.765,0.16,0.3120763744296284,0.0593,0.4114503275238253,0.254
classical,0.963,0.256,0.1790914734207986,0.0685,0.0105,0.102,0.4948389669073673,0.0437,0.3707948069146546,0.0743
classical,0.9890000000000001,0.42200000000000004,0.2960580569371141,0.217,0.865,0.0982,0.5487307845656316,0.042,0.5132593941400431,0.38
classical,0.9059999999999999,0.442,0.16954492272470253,0.18100000000000002,0.6559999999999999,0.0598,0.5179860895760422,0.0443,0.5480833353039941,0.172
classical,0.987,0.0746,0.15086078987433404,0.0114,0.802,0.10400000000000001,0.2335090594958579,0.0391,0.3754156123631376,0.0284
classical,0.4920000000000001,0.27699999999999997,0.3841581787583715,0.182,0.782,0.125,0.5341336995525628,0.034,0.4540780854636176,0.0357
classical,0.91,0.161,0.23368383452065924,0.036000000000000004,0.809,0.113,0.4169583130288398,0.0412,0.4384562631541609,0.0384
classical,0.9279999999999999,0.265,0.16438520174003274,0.0569,0.594,0.0946,0.4595977495237674,0.0606,0.7670489748622509,0.0528
classical,0.991,0.34299999999999997,0.10547990186335553,0.0342,0.92,0.1,0.4034244451335667,0.0406,0.2848535010759808,0.0378
classical,0.966,0.5870000000000001,0.05659492396938939,0.121,0.92,0.11599999999999999,0.4359854693660569,0.0392,0.5080332016931918,0.7190000000000001
classical,0.996,0.32899999999999996,0.0291916608350782,0.00695,0.866,0.0906,0.2121339653568424,0.0448,0.3324662425804621,0.23800000000000002
classical,0.9209999999999999,0.212,0.31570435249215945,0.0734,0.7659999999999999,0.10099999999999999,0.5308332964160724,0.038,0.5734386454465912,0.0492
classical,0.995,0.591,0.09303579916997168,0.304,0.927,0.146,0.5958888938111904,0.0491,0.4840731193983967,0.187
classical,0.995,0.316,0.11049539722699572,0.0151,0.905,0.0972,0.32366101094227623,0.04,0.31429044387163896,0.0943
classical,0.924,0.106,0.07149797471665592,0.0882,0.9690000000000001,0.11900000000000001,0.4580250742036947,0.052000000000000005,0.8273417362309929,0.182
classical,0.885,0.086,0.08178738614572635,0.287,0.804,0.0601,0.6260355291720197,0.0358,0.390682715728238,0.0568
classical,0.9079999999999999,0.305,0.2935394429413808,0.31,0.695,0.0574,0.535750675585877,0.0355,0.7320216615035354,0.24
classical,0.987,0.32,0.09228740649536878,0.0461,0.9,0.114,0.33801444203251674,0.0496,0.3980514105990021,0.16699999999999998
classical,0.938,0.0767,0.1332976654811189,0.0223,0.848,0.0998,0.3570637487263545,0.0372,0.3774351455530068,0.0479
classical,0.981,0.262,0.09060688165635816,0.0751,0.8440000000000001,0.10800000000000001,0.574580250742037,0.0337,0.8194811644240546,0.182
classical,0.956,0.0987,0.10673130608746713,0.0677,0.775,0.212,0.4775838390998096,0.0441,0.4175231158512072,0.0377
classical,0.993,0.316,0.34058742107598633,0.111,0.8859999999999999,0.0999,0.5009303149780712,0.0396,0.3506704188048335,0.0834
classical,0.9229999999999999,0.348,0.18122008553172034,0.306,0.934,0.155,0.6215611571346299,0.0597,0.4683992716437676,0.16
classical,0.996,0.5429999999999999,0.14456662571712733,0.0609,0.93,0.0693,0.35575687768573083,0.0519,0.5254238891385059,0.61
classical,0.976,0.139,0.09436583599294597,0.126,0.402,0.109,0.4957914322420591,0.0446,0.4213493508643318,0.15
classical,0.995,0.593,0.07950625050133221,0.00543,0.9520000000000001,0.0814,0.18566428919505612,0.0699,0.361756568212453,0.314
classical,0.996,0.179,0.13833449833389772,0.026000000000000002,0.89,0.0836,0.2850086386390821,0.0385,0.3647267481731975,0.068
classical,0.987,0.349,0.21279956945688586,0.326,0.8859999999999999,0.784,0.6303326983564436,0.0551,0.3794688675006504,0.168
classical,0.935,0.115,0.12614842120361616,0.0637,0.897,0.0883,0.44287423027510747,0.0425,0.7990777307446734,0.244
classical,0.573,0.185,0.061608838778278587,0.13,0.0806,0.134,0.49760776148496,0.0362,0.29259110364887553,0.44299999999999995
classical,0.9890000000000001,0.171,0.2493103842052003,0.0332,0.898,0.0836,0.4068577504097816,0.0436,0.41515359330290624,0.0392
classical,0.7290000000000001,0.131,0.09580176998423792,0.10300000000000001,0.915,0.107,0.47909006335002,0.0439,0.3577316905904888,0.039
classical,0.995,0.406,0.07205116887950917,0.0396,0.9179999999999999,0.0885,0.351791963850618,0.0415,0.5196632534821576,0.075
classical,0.992,0.304,0.0643013137966229,0.14,1.3699999999999998e-05,0.068,0.5809374030921898,0.0469,0.36327003570837374,0.185
classical,0.976,0.33299999999999996,0.09912251551610844,0.0028899999999999998,0.9329999999999999,0.0747,0.2289682363886059,0.046,0.4523423274292336,0.191
classical,0.961,0.20800000000000002,0.07460653077320344,0.276,0.92,0.129,0.6458157976343419,0.0293,0.8376475039610283,0.231
classical,0.9890000000000001,0.264,0.25592658639292515,0.0782,0.9059999999999999,0.19,0.4587560359721791,0.0384,0.6488187859152931,0.16
classical,0.985,0.33899999999999997,0.2497213284404627,0.135,0.722,0.0907,0.5035219067026979,0.0486,0.5243786506491357,0.353
classical,0.754,0.324,0.07847335797154764,0.124,0.0644,0.182,0.4996455942940682,0.0643,0.8356043228415352,0.218
classical,0.863,0.245,0.3032547178571471,0.247,0.698,0.366,0.5375891551853985,0.0498,0.3457989453023387,0.107
classical,0.7909999999999999,0.0906,0.2187633976711316,0.0619,0.838,0.11,0.370996323040801,0.0452,0.4099226712701304,0.0309
classical,0.807,0.20800000000000002,0.16173698225471667,0.133,0.7809999999999999,0.115,0.5107429229610597,0.0402,0.6472911296615982,0.11800000000000001
classical,0.958,0.25,0.14265968641003465,0.135,0.0349,0.0477,0.5579453329198599,0.0488,0.44649182964031503,0.179
classical,0.991,0.474,0.04528961097410775,0.0118,0.8909999999999999,0.0622,0.2812209276569353,0.0318,0.3741102466479059,0.0656
classical,0.953,0.193,0.0786104710961977,0.0586,0.773,0.0625,0.39279227395561067,0.0395,0.4892141792986024,0.155
classical,0.843,0.12,0.0741849177933717,0.0774,0.905,0.13699999999999998,0.4540823107252027,0.0362,0.43661172464350745,0.0391
classical,0.78,0.442,0.2393580260767825,0.247,0.5,0.184,0.6249501616976034,0.0457,0.5300210466573652,0.0395
classical,0.89,0.0631,0.12665419872393913,0.00784,0.19699999999999998,0.10800000000000001,0.19778053426660167,0.0474,0.3290136448553929,0.033
classical,0.6890000000000001,0.27399999999999997,0.13537886094951038,0.434,0.76,0.0705,0.7131085810481549,0.0433,0.6241256178021615,0.315
classical,0.995,0.521,0.09702907074839663,0.00755,0.9209999999999999,0.0958,0.2706773579054623,0.0545,0.5794972450161988,0.746
classical,0.9940000000000001,0.261,0.0673146414294221,0.0139,0.9179999999999999,0.10099999999999999,0.29772294333938776,0.0401,0.8119989594910966,0.18600000000000005
classical,0.995,0.18,0.1037677659293247,0.0857,0.8029999999999999,0.294,0.3928587250254729,0.0432,0.6052734883060988,0.0358
classical,0.975,0.381,0.15262231814433388,0.12300000000000001,0.855,0.132,0.4349444026048818,0.040999999999999995,0.6484877149005605,0.287
classical,0.391,0.163,0.04101421037262764,0.245,0.728,0.107,0.6420280866521951,0.0322,0.3855558445858065,0.0372
classical,0.7170000000000001,0.33899999999999997,0.05138264953924853,0.34,2.0600000000000006e-05,0.0845,0.6157799140566164,0.0406,0.6005911982405939,0.77
classical,0.74,0.184,0.16970297819980346,0.0878,0.883,0.225,0.5408674079652683,0.0409,0.3863078487478421,0.163
classical,0.992,0.125,0.16366012224800722,0.055,0.894,0.0755,0.3762016568466753,0.0419,0.3770615082649513,0.102
classical,0.746,0.138,0.07903208407602942,0.7120000000000001,0.773,0.0714,0.8535196916670359,0.069,0.4723768534064842,0.133
classical,0.976,0.225,0.07144542127118486,0.0385,0.0,0.0822,0.349222522482612,0.0484,0.3132404757963441,0.0344
classical,0.866,0.395,0.09815126462161322,0.858,0.217,0.213,0.6132104726886103,0.047,0.8113557358053303,0.51
classical,0.9940000000000001,0.408,0.12100094951826665,0.21600000000000005,0.882,0.0993,0.5175430824436273,0.0389,0.5050062667013503,0.298
classical,0.447,0.0605,0.08221927273143964,0.128,0.89,0.0862,0.5900411996633146,0.0524,0.2790124624589117,0.0314
classical,0.987,0.311,0.1480335725634662,0.0653,0.9209999999999999,0.10300000000000001,0.4891906259690781,0.0718,0.3643105446118193,0.0375
classical,0.941,0.14800000000000002,0.07687186087008749,0.07,0.883,0.153,0.5334470384973199,0.046,0.35689455388180763,0.0386
classical,0.799,0.172,0.07722748568906458,0.0937,0.114,0.0973,0.4541709121516857,0.0457,0.40624778300659775,0.0464
classical,0.993,0.35100000000000003,0.07289953164211341,0.16699999999999998,0.934,0.12300000000000001,0.3730120054932885,0.0416,0.48105091399248,0.622
classical,0.777,0.124,0.14245421429240346,0.165,0.8490000000000001,0.0735,0.6146280955123379,0.0369,0.8284390001655354,0.0427
classical,0.912,0.0865,0.3640867139753046,0.0491,0.594,0.0969,0.3639746599920259,0.0391,0.4030269349918415,0.0314
classical,0.8420000000000001,0.38799999999999996,0.0742113920854511,0.19899999999999998,0.905,0.6659999999999999,0.4910955566384618,0.0338,0.5231962541679476,0.34700000000000003
classical,0.74,0.273,0.06804209175357412,0.0201,0.958,0.0867,0.4034244451335667,0.0396,0.5310237188734126,0.036000000000000004
classical,0.982,0.213,0.2121938218485615,0.145,0.9079999999999999,0.105,0.5419084747264432,0.0345,0.3603471516068768,0.0377
classical,0.9520000000000001,0.267,0.07149797471665592,0.0234,0.425,0.0633,0.3429096708457006,0.0533,0.8253269326270485,0.512
classical,0.772,0.218,0.08681868705687666,0.19,0.7490000000000001,0.133,0.5210428387897046,0.0355,0.37345756379029016,0.0695
classical,0.995,0.4970000000000001,0.061619507522847915,0.0265,0.943,0.0635,0.362335533602091,0.0575,0.3367134107408896,0.209
classical,0.414,0.0745,0.4281236799898212,0.0773,0.884,0.11900000000000001,0.5125814025605813,0.0449,0.3777283798803415,0.0383
classical,0.903,0.264,0.09548565903403608,0.182,0.53,0.201,0.5742922961059673,0.0404,0.5510440560928891,0.171
classical,0.9940000000000001,0.401,0.12462041989807793,0.0323,0.922,0.0989,0.39983608736100656,0.0474,0.29718826116773484,0.11699999999999999
classical,0.9390000000000001,0.151,0.11654378512042048,0.0576,0.77,0.0875,0.4273025295707261,0.0436,0.468238465722326,0.0371
classical,0.8759999999999999,0.155,0.08751966308894928,0.0958,0.8959999999999999,0.389,0.5704824347671998,0.0393,0.6602927613687422,0.0372
classical,0.9690000000000001,0.10800000000000001,0.10380965063022644,0.0439,0.9590000000000001,0.105,0.3303947193549816,0.0425,0.328209615248185,0.0494
classical,0.9640000000000001,0.48100000000000004,0.08113935869781255,0.32299999999999995,0.904,0.102,0.6516634917822177,0.0326,0.5579161444415541,0.0837
classical,0.977,0.212,0.07954299839929317,0.0457,0.9279999999999999,0.0781,0.3885394054844283,0.0458,0.5758933005415375,0.1
classical,0.669,0.153,0.1542506846765612,0.0311,0.84,0.701,0.3864572719620786,0.0523,0.4473147775912219,0.0398
classical,0.986,0.19399999999999998,0.04341665359416175,0.091,6.31e-06,0.0753,0.3866566251716652,0.0362,0.5979615484664318,0.0392
